inicio
1/0.411976173478,-0.476787686015,-0.00710902210981,-0.577543244103,-0.238439468331,-0.00832020347598,0.482194869546,-0.363812305299_-0.95409539418,0.810246640066,0.549418870336,-0.925687063688,-0.189734956038,-0.0471640279619,0.278709286648,0.683783080048/0.311819110282,0.234301679614/0/
2/0.344884693658,0.628797851488,0.901592157057,-0.693607121701,-0.430317213842,0.369674097729,0.504619721143,0.055322872597_0.423535252228,-0.40846181247,-0.0909001715446,0.570067470027,-0.527880544561,0.928101648931,0.206396233558,0.348495954226/-0.442247576022,-0.980421532524/0/
3/-0.542229658653,-0.835878476488,0.437738307472,0.825115251555,0.0791367267459,0.642732860105,-0.314945358565,0.130048541222_0.663640809127,0.749418594902,-0.139826977004,0.572139474064,0.0877592842901,0.517521581037,-0.240337290927,0.558925955935/0.771666393655,-0.100408875975/0/
4/0.603907994758,0.262499413542,-0.514001950453,-0.661287232246,0.794991767234,-0.646469311117,0.104565246317,0.0456831775159_-0.178988935188,-0.481020070303,-0.32179461728,0.486297782632,0.787012689636,0.25173807827,0.615712343784,0.306691408201/-0.10603489121,0.0189777680656/0/
5/-0.879335383167,0.151758829022,0.806037626367,0.688862149623,0.46155910449,0.765422289368,0.535888805166,-0.681612443629_-0.400800777406,0.132146085092,0.261843759724,0.219561978816,0.182230649855,-0.829095806814,0.242509729601,0.175637954729/0.237487718938,0.922306821247/0/
6/0.725427006197,0.476858239767,0.0396870898729,0.49829219154,-0.0517311582042,-0.137027851509,0.741600609893,-0.00918613841353_-0.961014248104,-0.938518569904,0.626905626318,-0.91247853188,0.781556420723,0.131892107763,-0.547828260084,0.381359329525/0.371689838113,-0.900386161027/0/
7/0.940079211689,-0.57885018452,-0.158706028346,-0.375077145726,-0.451453680193,0.249567830632,0.36497001533,-0.158727516035_-0.754725648603,0.913227923286,-0.965056893573,-0.790996274487,0.709128520112,-0.306916488642,0.770446908089,-0.357408551274/0.657668970976,-0.140831510121/0/
8/-0.413427049286,-0.136855090434,0.289914347341,0.504284743951,0.754989655413,-0.453651064067,-0.311954368777,-0.118293663946_-0.90312367116,0.910429040053,-0.331128014933,0.335453167944,-0.493376185148,0.374373627718,-0.578449301182,0.753521138331/0.607972827951,-0.554148756066/0/
9/0.802626108968,0.739921088702,-0.72065532785,0.36152772144,-0.0605870400113,-0.322914494386,0.850690927395,-0.795854916447_-0.748545313653,-0.966565826139,0.822130894013,0.51429780279,0.563970981918,-0.906263550746,-0.808730163974,-0.523869870401/-0.23653861003,-0.54998096709/0/
10/-0.338121866164,0.323140179128,-0.628173255577,-0.162292570156,-0.548712826528,-0.804535458289,-0.545305774823,-0.0656365298566_0.704573495995,0.507758514783,-0.0603243495852,0.861034817421,-0.286788372862,0.463780128394,-0.433643294689,-0.0840275471116/0.563350159875,-0.127452767809/0/
11/-0.00913757135867,0.337263223923,-0.631472225603,0.361328896426,-0.97210912439,0.809394160747,-0.598813531068,-0.850004687895_0.564879044262,-0.136835593516,-0.704042169585,-0.69291348491,-0.443190385418,0.817914475738,-0.279992791808,0.791347557389/-0.43502137285,-0.462826050293/0/
12/-0.726538268884,0.233961105538,-0.907464939649,0.0619925090653,-0.348735103231,0.344210959103,0.951420293485,0.683898368527_-0.906202108133,0.0720317720821,-0.907949847741,0.763806002964,-0.574180210234,0.557928656772,-0.669838494019,-0.994138011673/-0.206922442967,0.558613892766/0/
13/0.276861533611,0.141807262356,0.227833936584,0.757946578694,0.421181526739,0.753612944171,0.332764783967,0.227058016443_-0.904135070811,0.342003470559,0.58918594516,0.883408998991,-0.512696867942,0.238703789523,0.942773152427,0.95059660236/-0.259213677358,0.871502031585/0/
14/-0.675921370658,0.5341175224,-0.948343919633,0.810045723377,0.353878727687,-0.739520526236,0.712541592497,-0.801361379259_0.143040046944,-0.893985673578,0.15169370237,0.274546503842,-0.819403188303,-0.146057342187,-0.241445546721,-0.374252573197/-0.00779860839297,0.184960206138/0/
15/-0.0101657033363,0.684874145521,0.348993140777,0.318403413542,-0.963025796258,-0.82087757433,0.158035573153,0.916494245108_-0.53227922269,0.511684291717,-0.294872628153,0.926674525008,-0.54746308986,-0.243452605273,-0.542762109226,0.680314903275/0.0591343752662,0.588414492775/0/
16/-0.906752021113,-0.113259370881,0.559284236324,0.35595651404,-0.642740139203,-0.276573464185,-0.831636442566,-0.524068694121_-0.0992000188499,-0.481464456815,0.291901845131,0.934989220573,0.462013546336,-0.572713205599,-0.785208638915,0.0127581390071/-0.210205920041,-0.335376341837/0/
17/-0.444589468572,-0.539420858852,-0.761630869199,-0.654966167159,0.928298413109,-0.754080268635,-0.37161601511,0.160610600727_0.727256115317,0.51542170185,-0.873506673497,0.372953458683,-0.998150225385,0.553208886749,-0.294051082979,-0.380847207513/0.675010652632,-0.860120510901/0/
18/0.899380363507,-0.274352818307,0.443965240691,0.0410566266616,0.905575945679,0.128772855374,0.114786570908,0.86972902603_-0.0591321635243,-0.174531151177,-0.66548840346,0.797113601924,-0.522775586848,0.319424089847,-0.0380850833734,0.153937226161/-0.361148304114,0.192972226663/0/
19/-0.189674686149,0.409976896029,0.708330162911,-0.772571588432,-0.886314084391,-0.684671334557,-0.775769332965,0.440781264259_0.736953263286,0.671233819776,-0.10573403293,-0.620852492485,-0.582232277438,-0.863561304885,0.276691773163,-0.498965443586/-0.181379220931,0.57155114879/0/
20/0.697674697976,-0.939280374607,-0.781017464108,-0.500596828635,-0.91752107777,-0.042112135696,-0.366043543314,0.400955745973_0.946048546664,0.291129520183,-0.659837570112,0.135695837744,-0.139284521342,-0.288233431413,0.879607059079,0.549624419443/-0.865763359924,0.680764652019/0/
generacion
5/-0.879335383167,0.151758829022,0.806037626367,0.688862149623,0.46155910449,0.765422289368,0.535888805166,-0.681612443629_-0.400800777406,0.132146085092,0.261843759724,0.219561978816,0.182230649855,-0.829095806814,0.242509729601,0.175637954729/0.237487718938,0.922306821247/13.9615764429/
4/0.603907994758,0.262499413542,-0.514001950453,-0.661287232246,0.794991767234,-0.646469311117,0.104565246317,0.0456831775159_-0.178988935188,-0.481020070303,-0.32179461728,0.486297782632,0.787012689636,0.25173807827,0.615712343784,0.306691408201/-0.10603489121,0.0189777680656/15.6206744429/
6/0.725427006197,0.476858239767,0.0396870898729,0.49829219154,-0.0517311582042,-0.137027851509,0.741600609893,-0.00918613841353_-0.961014248104,-0.938518569904,0.626905626318,-0.91247853188,0.781556420723,0.131892107763,-0.547828260084,0.381359329525/0.371689838113,-0.900386161027/12.7971815078/
11/-0.00913757135867,0.337263223923,-0.631472225603,0.361328896426,-0.97210912439,0.809394160747,-0.598813531068,-0.850004687895_0.564879044262,-0.136835593516,-0.704042169585,-0.69291348491,-0.443190385418,0.817914475738,-0.279992791808,0.791347557389/-0.43502137285,-0.462826050293/10.7383774618/
